Index,User ID,Exposure ID,Audience Segment ID,Segment Type,Age,Gender,Income,Interests,Device,Browser,Operating System,Location (DMA)
1984,U0080,O02664a4,AS262,3P Audience,20,Female,76131,"Fitness, Auto, Art",Laptop,Edge,macOS,"Rockville, Maryland"
1983,U0395,O4589f66,AS048,3P Audience,54,Female,104945,"Fitness, Sports",Smartphone,Safari,Linux,"Baltimore, Maryland"
1982,U0524,Pfabb026,AS295,Custom Audience,64,Female,47019,"Technology, Fashion, Fitness",Smartphone,Safari,Android,"Baltimore, Maryland"
1981,U0114,P3280b5c,AS093,Custom Audience,21,Female,118153,"Music, Fitness",Desktop,Opera,macOS,"Frederick, Maryland"
1980,U0270,P9160a59,AS330,Custom Audience,20,Female,78921,"Travel, Technology, Gaming",Smartphone,Edge,Android,"Rockville, Maryland"
1979,U0681,Pb825221,AS063,1P Audience,20,Female,115286,"Fashion, Art",Smartphone,Firefox,iOS,"Rockville, Maryland"
1978,U0874,P3c12cc1,AS316,Custom Audience,38,Female,54622,"Music, Auto",Tablet,Chrome,Android,"Rockville, Maryland"
1977,U0611,O918a61c,AS278,1P Audience,61,Male,64513,Art,Desktop,Chrome,Android,"Frederick, Maryland"
1976,U0081,P001cbcf,AS461,Custom Audience,26,Male,36637,Technology,Laptop,Chrome,Android,"Rockville, Maryland"
1975,U0523,O4ebbe53,AS312,1P Audience,53,Female,100347,"Technology, Auto, Gaming",Tablet,Chrome,iOS,"Rockville, Maryland"
1974,U0979,P339bfac,AS096,Custom Audience,52,Male,88238,"Art, Sports, Food",Smartphone,Firefox,iOS,"Frederick, Maryland"
1973,U0971,Pfbf86ca,AS202,1P Audience,22,Male,35538,"Fitness, Travel, Art",Laptop,Firefox,Android,"Baltimore, Maryland"
1972,U0037,P4599130,AS089,Custom Audience,60,Male,52497,"Travel, Technology, Art",Laptop,Opera,macOS,"Rockville, Maryland"
1971,U0764,P4e5c7b4,AS142,1P Audience,37,Female,62817,"Music, Sports",Desktop,Edge,macOS,"Rockville, Maryland"
1970,U0185,Pde1616a,AS116,1P Audience,26,Male,85961,"Food, Gaming",Smartphone,Chrome,macOS,"Baltimore, Maryland"
1969,U0063,O390c16f,AS415,Custom Audience,42,Male,62356,Gaming,Smartphone,Opera,Linux,"Frederick, Maryland"
1968,U0680,P19e1f6a,AS449,Custom Audience,55,Male,92919,"Sports, Gaming",Desktop,Edge,macOS,"Frederick, Maryland"
1967,U0026,O43bbeec,AS192,3P Audience,19,Female,97241,Fashion,Desktop,Safari,Windows,"Frederick, Maryland"
1966,U0186,Od99cae9,AS262,1P Audience,61,Male,55752,"Sports, Music",Laptop,Edge,Windows,"Rockville, Maryland"
1965,U0669,O41371fe,AS182,3P Audience,47,Female,20840,"Travel, Fashion, Gaming",Tablet,Opera,Windows,"Rockville, Maryland"
1964,U0360,Pb79cd06,AS330,3P Audience,57,Female,67261,Travel,Smartphone,Firefox,Android,"Rockville, Maryland"
1963,U0936,P185b571,AS213,3P Audience,44,Female,41515,"Fitness, Music, Sports",Smartphone,Firefox,Android,"Rockville, Maryland"
1962,U0944,O5480a3e,AS407,1P Audience,25,Female,108792,Fashion,Desktop,Edge,iOS,"Frederick, Maryland"
1961,U0303,O3e63e57,AS096,3P Audience,52,Male,82409,"Technology, Fitness, Sports",Desktop,Safari,Linux,"Rockville, Maryland"
1960,U0270,Pc9a5b0f,AS412,Custom Audience,20,Female,78921,"Fitness, Travel",Smartphone,Edge,Linux,"Rockville, Maryland"
1959,U0814,Oe6d1800,AS236,Custom Audience,32,Female,29460,"Art, Gaming",Laptop,Opera,macOS,"Baltimore, Maryland"
1958,U0534,Oe8170c2,AS014,Custom Audience,25,Male,99052,"Auto, Food",Tablet,Edge,Linux,"Rockville, Maryland"
1957,U0265,P65420ea,AS029,1P Audience,21,Female,73150,"Food, Auto",Laptop,Safari,Android,"Rockville, Maryland"
1956,U0529,O878c836,AS254,3P Audience,67,Male,75375,"Fashion, Travel, Food",Smartphone,Opera,macOS,"Baltimore, Maryland"
1955,U0477,P68c73c7,AS333,Custom Audience,27,Male,81615,"Sports, Gaming",Laptop,Opera,Linux,"Rockville, Maryland"
1954,U0197,Pe505dbf,AS223,3P Audience,60,Male,91387,"Technology, Auto, Travel",Desktop,Chrome,macOS,"Rockville, Maryland"
1953,U0511,P8e1608e,AS488,1P Audience,50,Female,54690,Fitness,Laptop,Firefox,Android,"Rockville, Maryland"
1952,U0834,O2a9f769,AS112,Custom Audience,32,Male,101439,"Auto, Food, Gaming",Desktop,Chrome,iOS,"Frederick, Maryland"
1951,U0256,Pf96ad46,AS032,Custom Audience,61,Male,28157,"Fitness, Food",Tablet,Chrome,iOS,"Baltimore, Maryland"
1950,U0087,P870dc5e,AS412,3P Audience,30,Female,88484,"Sports, Fashion",Laptop,Edge,Linux,"Rockville, Maryland"
1949,U0575,O4ca2aed,AS062,1P Audience,35,Female,32514,"Art, Music",Laptop,Safari,Android,"Rockville, Maryland"
1948,U0745,O0d05bbe,AS331,1P Audience,39,Female,61334,Sports,Smartphone,Safari,iOS,"Frederick, Maryland"
1947,U0151,Pc12dc39,AS345,Custom Audience,66,Male,65426,"Sports, Travel",Smartphone,Firefox,Linux,"Rockville, Maryland"
1946,U0931,Pd6730b2,AS138,3P Audience,38,Male,70948,Fashion,Tablet,Safari,Linux,"Baltimore, Maryland"
1945,U0673,O63a66b3,AS006,1P Audience,61,Male,65523,"Food, Travel, Fitness",Desktop,Chrome,iOS,"Frederick, Maryland"
1944,U0809,Odfe6528,AS442,Custom Audience,56,Female,71136,Technology,Laptop,Firefox,macOS,"Rockville, Maryland"
1943,U0531,Oc75cc23,AS477,1P Audience,22,Female,61122,Sports,Desktop,Firefox,iOS,"Baltimore, Maryland"
1942,U0946,P60d4447,AS433,1P Audience,36,Female,73535,Music,Smartphone,Safari,Linux,"Frederick, Maryland"
1941,U0911,Pd489f9d,AS220,Custom Audience,42,Male,25301,"Travel, Auto",Tablet,Chrome,Android,"Frederick, Maryland"
1940,U0172,O59acc44,AS433,Custom Audience,35,Male,95702,"Travel, Technology, Fitness",Tablet,Chrome,iOS,"Rockville, Maryland"
1939,U0288,O202f2a0,AS431,1P Audience,63,Male,44126,Technology,Laptop,Opera,Windows,"Frederick, Maryland"
1938,U0410,Od660c10,AS129,Custom Audience,43,Female,48058,Music,Tablet,Firefox,Android,"Rockville, Maryland"
1937,U0487,O4700d07,AS092,3P Audience,35,Female,42498,Food,Desktop,Firefox,Linux,"Baltimore, Maryland"
1936,U0927,Pacbc52d,AS369,Custom Audience,49,Female,30514,Technology,Desktop,Safari,Android,"Rockville, Maryland"
1935,U0059,O6f25503,AS055,Custom Audience,66,Male,118583,"Art, Fitness",Smartphone,Chrome,Windows,"Rockville, Maryland"
1934,U0095,O2e895b8,AS272,1P Audience,69,Female,53090,"Sports, Gaming, Art",Laptop,Opera,Windows,"Frederick, Maryland"
1933,U0163,O8527c81,AS479,Custom Audience,65,Female,86839,"Fitness, Fashion",Smartphone,Opera,iOS,"Baltimore, Maryland"
1932,U0799,Oe1e0109,AS433,3P Audience,35,Female,66027,"Auto, Gaming",Laptop,Edge,Windows,"Rockville, Maryland"
1931,U0623,Od4adc0e,AS345,3P Audience,43,Female,74325,"Fashion, Music",Smartphone,Safari,Android,"Baltimore, Maryland"
1930,U0051,P4d9aabf,AS418,Custom Audience,69,Female,61471,Fashion,Tablet,Opera,macOS,"Frederick, Maryland"
1929,U0376,P860ba86,AS388,1P Audience,37,Male,37514,Sports,Smartphone,Firefox,Windows,"Baltimore, Maryland"
1928,U0633,P8e5017b,AS479,3P Audience,29,Male,32645,Gaming,Desktop,Edge,iOS,"Frederick, Maryland"
1927,U0193,Pe0b11af,AS332,1P Audience,45,Male,52382,"Technology, Fashion",Tablet,Opera,macOS,"Baltimore, Maryland"
1926,U0550,O4c9ed6a,AS006,3P Audience,46,Male,55999,Fashion,Smartphone,Safari,iOS,"Frederick, Maryland"
1925,U0069,O492e146,AS178,3P Audience,38,Female,69136,Art,Laptop,Edge,macOS,"Frederick, Maryland"
1924,U0058,O0c8c0fa,AS489,Custom Audience,18,Female,78458,"Food, Gaming",Laptop,Firefox,macOS,"Frederick, Maryland"
1923,U0509,O1866c2b,AS428,Custom Audience,53,Female,58597,Auto,Laptop,Firefox,iOS,"Baltimore, Maryland"
1922,U0327,Pde80867,AS297,3P Audience,51,Female,117032,Fashion,Laptop,Opera,Windows,"Frederick, Maryland"
1921,U0628,P787f7d1,AS435,Custom Audience,64,Female,114508,Art,Tablet,Firefox,Android,"Rockville, Maryland"
1920,U0308,P5f5fc1e,AS167,Custom Audience,34,Male,30574,"Travel, Food",Tablet,Chrome,Android,"Frederick, Maryland"
1919,U0488,O2d65887,AS395,3P Audience,59,Male,99772,"Music, Gaming",Tablet,Edge,iOS,"Frederick, Maryland"
1918,U0900,P3e1a8f1,AS061,1P Audience,65,Male,34193,Travel,Laptop,Chrome,macOS,"Frederick, Maryland"
1917,U0994,Od76b0c6,AS367,Custom Audience,63,Male,95096,Art,Tablet,Chrome,Linux,"Rockville, Maryland"
1916,U0275,O656ddd2,AS300,1P Audience,58,Female,90055,"Sports, Travel",Desktop,Safari,Linux,"Baltimore, Maryland"
1915,U0451,O74aab13,AS283,1P Audience,67,Male,86204,Gaming,Desktop,Opera,Windows,"Frederick, Maryland"
1914,U0475,O66da579,AS219,1P Audience,50,Male,118220,Music,Laptop,Safari,Windows,"Rockville, Maryland"
1913,U0396,Pf394ba1,AS074,Custom Audience,65,Male,61049,Sports,Tablet,Firefox,macOS,"Baltimore, Maryland"
1912,U0017,Pb006809,AS067,3P Audience,51,Female,119503,"Travel, Technology",Laptop,Chrome,macOS,"Frederick, Maryland"
1911,U0784,Oafb0bdb,AS207,3P Audience,44,Female,35374,Fashion,Desktop,Opera,Android,"Baltimore, Maryland"
1910,U0432,P9cbdab5,AS036,3P Audience,19,Male,92077,"Art, Technology, Gaming",Smartphone,Safari,Linux,"Frederick, Maryland"
1909,U0203,P73f400f,AS322,Custom Audience,61,Male,103880,Art,Laptop,Chrome,Linux,"Baltimore, Maryland"
1908,U0877,P2b11de7,AS311,Custom Audience,29,Female,43745,"Sports, Technology",Smartphone,Edge,macOS,"Baltimore, Maryland"
1907,U0559,O045abdc,AS444,3P Audience,34,Female,59888,"Technology, Travel",Smartphone,Opera,macOS,"Rockville, Maryland"
1906,U0950,P3fcff1d,AS411,3P Audience,33,Male,53905,"Fashion, Fitness",Smartphone,Edge,iOS,"Rockville, Maryland"
1905,U0777,P96544d1,AS476,1P Audience,29,Male,81114,"Travel, Auto",Laptop,Opera,Windows,"Frederick, Maryland"
1904,U0436,Oe2d9a45,AS105,1P Audience,68,Female,39819,"Technology, Music",Laptop,Safari,Android,"Frederick, Maryland"
1903,U0220,Oa652130,AS046,Custom Audience,29,Female,30623,Fashion,Tablet,Opera,Windows,"Baltimore, Maryland"
1902,U0849,O588d539,AS364,Custom Audience,28,Female,95388,"Sports, Auto, Gaming",Laptop,Firefox,macOS,"Baltimore, Maryland"
1901,U0396,Oa468aa8,AS498,1P Audience,65,Male,61049,Art,Smartphone,Chrome,Windows,"Frederick, Maryland"
1900,U0813,P410d46b,AS104,Custom Audience,67,Female,85490,Food,Desktop,Opera,Android,"Frederick, Maryland"
1899,U0075,O4a73d2a,AS413,3P Audience,30,Male,75211,"Food, Fashion",Laptop,Chrome,Windows,"Lewiston, Maine"
1898,U0917,Of0546ed,AS275,1P Audience,45,Female,85985,"Gaming, Travel",Desktop,Safari,Windows,"Portland, Maine"
1897,U0274,P7487950,AS229,Custom Audience,57,Female,61712,"Auto, Gaming",Tablet,Safari,iOS,"Portland, Maine"
1896,U0907,P728b838,AS331,Custom Audience,19,Female,100882,"Fitness, Art",Smartphone,Chrome,Android,"Portland, Maine"
1895,U0800,Odf14de4,AS374,3P Audience,30,Female,22021,"Auto, Sports",Tablet,Opera,Linux,"Lewiston, Maine"
1894,U0293,Pfd86f57,AS314,1P Audience,41,Male,26601,Art,Laptop,Opera,Android,"Portland, Maine"
1893,U0825,P6187822,AS163,3P Audience,61,Female,53184,"Travel, Gaming",Laptop,Chrome,iOS,"Lewiston, Maine"
1892,U0990,Of8e8c8f,AS438,Custom Audience,50,Male,100029,"Art, Technology",Laptop,Safari,Linux,"Portland, Maine"
1891,U0489,Of5d0ef8,AS084,1P Audience,63,Female,48620,"Travel, Fitness, Art",Tablet,Safari,macOS,"Lewiston, Maine"
1890,U0550,Pa7ddf0d,AS069,Custom Audience,46,Male,55999,"Food, Art, Fitness",Tablet,Opera,Windows,"Lewiston, Maine"
1889,U0354,Pc12b546,AS309,3P Audience,62,Female,82173,"Gaming, Travel",Tablet,Chrome,iOS,"Bangor, Maine"
1888,U0357,P31540cf,AS254,3P Audience,59,Male,31922,"Auto, Sports",Smartphone,Edge,Android,"Lewiston, Maine"
1887,U0926,Pfa98cf8,AS261,3P Audience,69,Female,112991,"Music, Auto, Technology",Laptop,Chrome,iOS,"Portland, Maine"
1886,U0011,P1e54db8,AS309,1P Audience,60,Female,118192,"Food, Music",Desktop,Chrome,Linux,"Bangor, Maine"
1885,U0859,O54855e7,AS383,3P Audience,56,Male,98564,Fashion,Tablet,Firefox,macOS,"Bangor, Maine"
1884,U0614,O784d448,AS239,1P Audience,23,Female,40268,"Technology, Fitness, Fashion",Laptop,Safari,iOS,"Lewiston, Maine"
1883,U0521,O9ddc7c2,AS104,3P Audience,34,Female,111994,"Food, Fashion, Technology",Laptop,Edge,Linux,"Lewiston, Maine"
1882,U0483,O5899fa3,AS114,Custom Audience,54,Female,52875,"Technology, Fashion, Art",Smartphone,Chrome,Linux,"Portland, Maine"
1881,U0845,P6af4917,AS446,3P Audience,28,Male,66906,Travel,Laptop,Opera,Android,"Bangor, Maine"
1880,U0582,Oa421f71,AS314,Custom Audience,37,Male,113160,Music,Desktop,Safari,macOS,"Lewiston, Maine"
1879,U0955,O9eb71e5,AS306,3P Audience,51,Female,82901,"Travel, Auto",Desktop,Firefox,Android,"Portland, Maine"
1878,U0342,Oeec5a10,AS227,3P Audience,64,Female,89881,Gaming,Tablet,Opera,Android,"Portland, Maine"
1877,U0016,O0856493,AS321,3P Audience,43,Male,80007,"Technology, Food",Tablet,Chrome,Android,"Portland, Maine"
1876,U0399,Pf7888e2,AS137,Custom Audience,44,Male,79595,"Technology, Art",Desktop,Opera,iOS,"Lewiston, Maine"
1875,U0146,O0042954,AS492,Custom Audience,60,Female,115468,"Travel, Sports",Smartphone,Opera,Windows,"Lewiston, Maine"
1874,U0514,Oc8b1c5f,AS416,1P Audience,35,Male,41913,"Art, Auto",Smartphone,Safari,Android,"Bangor, Maine"
1873,U0275,O88039f9,AS262,1P Audience,58,Female,90055,"Sports, Music",Tablet,Firefox,Android,"Portland, Maine"
1872,U0318,O77daa76,AS045,Custom Audience,22,Female,60553,"Fashion, Technology, Music",Smartphone,Firefox,Android,"Bangor, Maine"
1871,U0613,Ofb4e1a6,AS058,3P Audience,41,Male,93597,"Gaming, Auto, Music",Laptop,Opera,macOS,"Lewiston, Maine"
1870,U0408,P0be5b91,AS357,Custom Audience,64,Female,68435,"Travel, Gaming",Desktop,Opera,iOS,"Lewiston, Maine"
1869,U0592,Pa687d13,AS218,1P Audience,36,Male,118581,"Food, Auto",Desktop,Edge,iOS,"Lewiston, Maine"
1868,U0456,O010106d,AS116,1P Audience,69,Female,62953,"Fashion, Art",Tablet,Edge,macOS,"Bangor, Maine"
1867,U0657,O6a60003,AS190,3P Audience,67,Male,114932,Art,Tablet,Edge,iOS,"Portland, Maine"
1866,U0254,O0a25c9b,AS376,1P Audience,48,Male,81297,"Technology, Music",Laptop,Edge,Windows,"Lewiston, Maine"
1865,U0809,O770ce0c,AS148,1P Audience,56,Female,71136,Technology,Laptop,Safari,Windows,"Lewiston, Maine"
1864,U0657,Occ807c2,AS019,Custom Audience,67,Male,114932,"Sports, Art",Smartphone,Safari,iOS,"Bangor, Maine"
1863,U0915,P01625ca,AS473,1P Audience,62,Male,76542,"Auto, Technology",Smartphone,Chrome,Linux,"Lewiston, Maine"
1862,U0669,Od3045ad,AS290,1P Audience,47,Female,20840,"Technology, Food",Smartphone,Chrome,Windows,"Bangor, Maine"
1861,U0635,Pac28aaa,AS495,1P Audience,60,Female,44995,Sports,Tablet,Firefox,macOS,"Bangor, Maine"
1860,U0415,Oc3830a1,AS031,1P Audience,64,Male,49083,"Food, Sports",Desktop,Opera,iOS,"Lewiston, Maine"
1859,U0954,O15e63eb,AS203,3P Audience,53,Female,103852,Fitness,Tablet,Opera,Linux,"Bangor, Maine"
1858,U0850,Ob45fb4e,AS064,3P Audience,21,Male,60223,"Gaming, Art, Technology",Desktop,Chrome,Windows,"Lewiston, Maine"
1857,U0930,P4149ea3,AS058,Custom Audience,57,Male,71082,"Auto, Sports, Food",Laptop,Chrome,macOS,"Portland, Maine"
1856,U0732,O47ec45c,AS088,1P Audience,35,Male,118616,"Gaming, Music",Tablet,Edge,Windows,"Bangor, Maine"
1855,U0617,Of32f720,AS273,1P Audience,23,Male,74073,Gaming,Laptop,Edge,Android,"Lewiston, Maine"
1854,U0343,P4985d39,AS478,1P Audience,58,Male,89813,"Art, Food, Music",Tablet,Chrome,Windows,"Bangor, Maine"
1853,U0331,P89c7778,AS248,1P Audience,31,Female,77368,"Music, Sports, Gaming",Laptop,Safari,macOS,"Portland, Maine"
1852,U0792,O405bb64,AS260,3P Audience,22,Female,105916,"Travel, Gaming",Tablet,Safari,Android,"Bangor, Maine"
1851,U0165,O32ec09c,AS267,3P Audience,62,Female,80439,"Gaming, Fashion, Music",Smartphone,Edge,Android,"Portland, Maine"
1850,U0241,O08e637d,AS443,Custom Audience,45,Male,66494,"Art, Music",Tablet,Edge,Windows,"Portland, Maine"
1849,U0944,O3e6bb31,AS116,Custom Audience,25,Female,108792,"Art, Technology, Travel",Desktop,Edge,iOS,"Bangor, Maine"
1848,U0360,O96d227c,AS447,3P Audience,57,Female,67261,"Auto, Food, Gaming",Laptop,Opera,macOS,"Bangor, Maine"
1847,U0453,O2a4975f,AS305,1P Audience,50,Female,88405,Music,Desktop,Edge,Android,"Lewiston, Maine"
1846,U0789,Pcf6257b,AS351,3P Audience,53,Female,65246,"Art, Travel, Technology",Laptop,Edge,iOS,"Lewiston, Maine"
1845,U0787,Pd547449,AS486,3P Audience,53,Female,55464,"Food, Travel",Desktop,Chrome,Linux,"Lewiston, Maine"
1844,U0274,O3268fb4,AS168,3P Audience,57,Female,61712,"Sports, Art, Auto",Tablet,Safari,Windows,"Bangor, Maine"
1843,U0737,Of11439d,AS049,3P Audience,28,Female,71972,Food,Tablet,Opera,Windows,"Lewiston, Maine"
1842,U0898,P576c802,AS299,Custom Audience,43,Male,114716,"Travel, Music, Art",Smartphone,Edge,Linux,"Lewiston, Maine"
1841,U0608,O7c726ff,AS290,3P Audience,51,Male,85447,Auto,Smartphone,Safari,Windows,"Lewiston, Maine"
1840,U0889,O691c708,AS179,1P Audience,45,Male,78138,"Gaming, Music",Laptop,Firefox,Linux,"Bangor, Maine"
1839,U0405,Oeaea08c,AS454,1P Audience,40,Male,29475,Sports,Smartphone,Chrome,Android,"Bangor, Maine"
1838,U0491,O9fde795,AS484,1P Audience,49,Female,51691,Music,Laptop,Edge,macOS,"Portland, Maine"
1837,U0969,Pc564686,AS112,Custom Audience,68,Female,83355,Fitness,Laptop,Edge,iOS,"Portland, Maine"
1836,U0072,P4b68dda,AS387,3P Audience,69,Female,64839,Gaming,Laptop,Opera,Linux,"Portland, Maine"
1835,U0556,O8a84d15,AS158,1P Audience,38,Female,89779,"Travel, Music",Desktop,Firefox,macOS,"Lewiston, Maine"
1834,U0587,Oc70c962,AS077,3P Audience,29,Female,68915,"Fitness, Technology, Food",Desktop,Opera,Windows,"Bangor, Maine"
1833,U0842,O04f0fb1,AS440,Custom Audience,31,Male,55950,"Gaming, Food, Travel",Tablet,Safari,Android,"Portland, Maine"
1832,U0785,Odddb518,AS168,1P Audience,59,Female,108360,"Auto, Art",Laptop,Edge,Linux,"Lewiston, Maine"
1831,U0724,Pfbb8685,AS456,3P Audience,24,Female,41070,"Technology, Fashion, Food",Desktop,Edge,macOS,"Portland, Maine"
1830,U0607,O3cbf4be,AS450,Custom Audience,59,Female,37616,Sports,Laptop,Firefox,iOS,"Lewiston, Maine"
1829,U0204,Pf982a7a,AS370,3P Audience,69,Male,57923,"Auto, Travel, Music",Smartphone,Firefox,Windows,"Portland, Maine"
1828,U0931,Ob2def8a,AS282,1P Audience,38,Male,70948,Fashion,Tablet,Opera,macOS,"Bangor, Maine"
1827,U0659,Oe0da7c8,AS337,Custom Audience,20,Male,66441,"Fashion, Auto, Art",Smartphone,Firefox,Android,"Lewiston, Maine"
1826,U0002,Occed45e,AS317,Custom Audience,21,Female,55824,Sports,Tablet,Edge,iOS,"Lewiston, Maine"
1825,U0956,Ob0db071,AS356,1P Audience,64,Male,75436,"Fashion, Music",Desktop,Opera,iOS,"Bangor, Maine"
1824,U0228,O5663b2c,AS150,3P Audience,63,Female,80591,"Technology, Gaming",Laptop,Safari,Linux,"Lewiston, Maine"
1823,U0785,Oe0f8ac4,AS477,1P Audience,59,Female,108360,Technology,Laptop,Firefox,iOS,"Lewiston, Maine"
1822,U0738,O3bca2e5,AS154,3P Audience,23,Male,90931,"Art, Sports, Travel",Tablet,Opera,macOS,"Portland, Maine"
1821,U0972,Pa6bb798,AS296,1P Audience,37,Male,42732,"Technology, Food, Sports",Desktop,Chrome,iOS,"Portland, Maine"
1820,U0393,Oa6787f6,AS167,Custom Audience,57,Female,93101,"Music, Technology",Laptop,Opera,Android,"Bangor, Maine"
1819,U0092,P0cdc3cd,AS064,3P Audience,32,Male,111159,"Fashion, Technology, Auto",Desktop,Edge,macOS,"Portland, Maine"
1818,U0962,P73d7a60,AS029,3P Audience,33,Female,82756,"Music, Food, Sports",Smartphone,Opera,iOS,"Portland, Maine"
1817,U0198,P9b201fb,AS306,3P Audience,18,Male,106232,"Art, Fitness",Desktop,Firefox,macOS,"Lewiston, Maine"
1816,U0673,O494272a,AS187,1P Audience,61,Male,65523,"Food, Technology",Tablet,Firefox,iOS,"Lewiston, Maine"
1815,U0939,Pfaf499d,AS232,1P Audience,19,Female,62949,Food,Tablet,Edge,Android,"Portland, Maine"
1814,U0389,P7bac4a4,AS335,1P Audience,68,Female,119759,Auto,Tablet,Edge,macOS,"Bangor, Maine"
1813,U0965,O4015430,AS078,Custom Audience,61,Female,46587,Technology,Desktop,Opera,macOS,"Portland, Maine"
1812,U0525,O44691b1,AS155,3P Audience,26,Female,71175,"Fitness, Technology",Laptop,Safari,iOS,"Bangor, Maine"
1811,U0016,O490c805,AS437,Custom Audience,43,Male,80007,"Food, Gaming, Art",Tablet,Chrome,macOS,"Lewiston, Maine"
1810,U0297,Of297ffb,AS279,3P Audience,60,Female,31204,"Art, Music",Laptop,Chrome,Linux,"Lewiston, Maine"
1809,U0618,O221c6d7,AS011,Custom Audience,34,Male,67409,Technology,Laptop,Edge,Linux,"Portland, Maine"
1808,U0628,P9aeaaa3,AS150,1P Audience,64,Female,114508,Fitness,Smartphone,Edge,Android,"Portland, Maine"
1807,U0908,P351bb60,AS433,3P Audience,55,Female,86624,"Fashion, Auto",Laptop,Safari,Android,"Lewiston, Maine"
1806,U0750,Ob11e71c,AS293,Custom Audience,18,Female,55945,"Music, Sports",Smartphone,Opera,iOS,"Portland, Maine"
1805,U0177,Pc3fdfab,AS004,3P Audience,26,Male,112409,"Food, Sports, Technology",Desktop,Opera,macOS,"Bangor, Maine"
1804,U0733,O3cce7fe,AS149,1P Audience,19,Male,117713,"Gaming, Fashion, Auto",Smartphone,Edge,macOS,"Portland, Maine"
1803,U0278,P915cf7d,AS232,1P Audience,64,Female,63995,"Food, Technology, Sports",Tablet,Safari,Linux,"Portland, Maine"
1802,U0547,O94ccaf9,AS231,1P Audience,20,Female,38162,"Sports, Fashion",Desktop,Chrome,Linux,"Portland, Maine"
1801,U0380,O699e3d8,AS057,3P Audience,43,Female,118223,"Sports, Technology",Tablet,Opera,macOS,"Bangor, Maine"
1800,U0525,O9c63a29,AS367,1P Audience,26,Female,71175,"Music, Travel",Tablet,Safari,Android,"Lewiston, Maine"
1799,U0464,P6f8ab02,AS134,3P Audience,61,Male,23754,"Auto, Sports",Laptop,Chrome,iOS,"Shreveport, Louisiana"
1798,U0698,P13ed47b,AS002,Custom Audience,20,Male,80791,Technology,Tablet,Opera,Android,"Baton Rouge, Louisiana"
1797,U0335,O53c957d,AS408,1P Audience,37,Male,88840,"Auto, Food",Tablet,Firefox,macOS,"Shreveport, Louisiana"
1796,U0730,Oddcc135,AS295,3P Audience,44,Male,100403,"Fitness, Sports",Desktop,Firefox,macOS,"Shreveport, Louisiana"
